swc_path,soma_region_id,soma_region_name
212064/001.swc,1038,Primary somatosensory area barrel field layer 6a
212064/003.swc,862,Supplemental somatosensory area layer 6a
212064/006.swc,702,Primary somatosensory area nose layer 5
212064/008.swc,862,Supplemental somatosensory area layer 6a
212064/009.swc,648,Primary motor area Layer 5
212064/010.swc,648,Primary motor area Layer 5
212064/011.swc,648,Primary motor area Layer 5
212064/012.swc,648,Primary motor area Layer 5
212064/014.swc,767,Secondary motor area layer 5
212064/015.swc,648,Primary motor area Layer 5
212064/019.swc,844,Primary motor area Layer 6a
212065/001.swc,1070,Primary somatosensory area barrel field layer 5
212065/002.swc,201,Primary somatosensory area barrel field layer 2/3
212065/003.swc,1047,Primary somatosensory area barrel field layer 4
212065/004.swc,862,Supplemental somatosensory area layer 6a
212065/006.swc,862,Supplemental somatosensory area layer 6a
212065/007.swc,113,Primary somatosensory area lower limb layer 2/3
212065/010.swc,844,Primary motor area Layer 6a
212065/011.swc,1101,Agranular insular area dorsal part layer 5
212065/012.swc,783,Agranular insular area dorsal part layer 6a
212065/013.swc,783,Agranular insular area dorsal part layer 6a
212065/014.swc,943,Primary motor area Layer 2/3
212065/015.swc,943,Primary motor area Layer 2/3
212065/016.swc,648,Primary motor area Layer 5
212065/017.swc,201,Primary somatosensory area barrel field layer 2/3
212065/020.swc,1101,Agranular insular area dorsal part layer 5
212065/021.swc,1101,Agranular insular area dorsal part layer 5
212065/022.swc,630,Orbital area lateral part layer 5
212066/003.swc,648,Primary motor area Layer 5
212066/004.swc,943,Primary motor area Layer 2/3
212066/005.swc,943,Primary motor area Layer 2/3
212066/006.swc,844,Primary motor area Layer 6a
212066/007.swc,1090,Supplemental somatosensory area layer 5
212066/008.swc,1090,Supplemental somatosensory area layer 5
212066/009.swc,1090,Supplemental somatosensory area layer 5
212066/010.swc,1090,Supplemental somatosensory area layer 5
212066/011.swc,1070,Primary somatosensory area barrel field layer 5
212066/012.swc,862,Supplemental somatosensory area layer 6a
212066/013.swc,1090,Supplemental somatosensory area layer 5
212066/014.swc,1090,Supplemental somatosensory area layer 5
212066/015.swc,806,Supplemental somatosensory area layer 2/3
212066/016.swc,806,Supplemental somatosensory area layer 2/3
212066/018.swc,806,Supplemental somatosensory area layer 2/3
212066/019.swc,1090,Supplemental somatosensory area layer 5
212066/020.swc,862,Supplemental somatosensory area layer 6a
212067/001.swc,943,Primary motor area Layer 2/3
212067/003.swc,800,Agranular insular area ventral part layer 5
212067/009.swc,943,Primary motor area Layer 2/3
212067/010.swc,328,Agranular insular area dorsal part layer 2/3
212067/011.swc,180,Gustatory areas layer 2/3
212067/012.swc,187,Gustatory areas layer 5
212067/013.swc,320,Primary motor area Layer 1
212067/015.swc,943,Primary motor area Layer 2/3
212067/016.swc,943,Primary motor area Layer 2/3
212067/017.swc,657,Primary somatosensory area mouth layer 2/3
212067/023.swc,1090,Supplemental somatosensory area layer 5
212067/024.swc,806,Supplemental somatosensory area layer 2/3
212067/025.swc,862,Supplemental somatosensory area layer 6a
212067/027.swc,694,Agranular insular area ventral part layer 2/3
212067/028.swc,1101,Agranular insular area dorsal part layer 5
212067/031.swc,328,Agranular insular area dorsal part layer 2/3
212067/034.swc,1101,Agranular insular area dorsal part layer 5
212067/036.swc,638,Gustatory areas layer 6a
212067/037.swc,862,Supplemental somatosensory area layer 6a
212067/038.swc,862,Supplemental somatosensory area layer 6a
212067/039.swc,328,Agranular insular area dorsal part layer 2/3
212068/004.swc,312782550,Anterior area layer 1
212068/005.swc,625,Primary somatosensory area upper limb layer 5
212068/006.swc,484682512,supra-callosal cerebral white matter
212068/007.swc,1102,Primary somatosensory area mouth layer 6a
212068/008.swc,2,Primary somatosensory area mouth layer 6b
212068/009.swc,2,Primary somatosensory area mouth layer 6b
212069/001.swc,1102,Primary somatosensory area mouth layer 6a
212069/002.swc,945,Primary somatosensory area upper limb layer 6a
212069/003.swc,610,Retrosplenial area dorsal part layer 5
212069/004.swc,648,Primary motor area Layer 5
212069/006.swc,854,Primary somatosensory area upper limb layer 2/3
212069/009.swc,1102,Primary somatosensory area mouth layer 6a
212069/011.swc,945,Primary somatosensory area upper limb layer 6a
212069/012.swc,625,Primary somatosensory area upper limb layer 5
212069/016.swc,945,Primary somatosensory area upper limb layer 6a
212069/017.swc,442,Retrosplenial area dorsal part layer 1
212070/002.swc,950,Primary somatosensory area mouth layer 4
212070/003.swc,974,Primary somatosensory area mouth layer 5
212070/006.swc,878,Primary somatosensory area mouth layer 1
212070/007.swc,878,Primary somatosensory area mouth layer 1
212070/010.swc,862,Supplemental somatosensory area layer 6a
212070/012.swc,862,Supplemental somatosensory area layer 6a
212070/014.swc,862,Supplemental somatosensory area layer 6a
212070/016.swc,638,Gustatory areas layer 6a
212070/017.swc,638,Gustatory areas layer 6a
212070/018.swc,638,Gustatory areas layer 6a
212070/019.swc,638,Gustatory areas layer 6a
212070/021.swc,314,Agranular insular area posterior part layer 6a
212070/028.swc,638,Gustatory areas layer 6a
212071/001.swc,862,Supplemental somatosensory area layer 6a
212071/002.swc,862,Supplemental somatosensory area layer 6a
212071/003.swc,1090,Supplemental somatosensory area layer 5
212071/004.swc,1090,Supplemental somatosensory area layer 5
212071/006.swc,1035,Supplemental somatosensory area layer 4
212071/007.swc,1090,Supplemental somatosensory area layer 5
212071/008.swc,1090,Supplemental somatosensory area layer 5
212071/010.swc,1090,Supplemental somatosensory area layer 5
212071/012.swc,1090,Supplemental somatosensory area layer 5
212071/013.swc,520,Ventral auditory area layer 6a
212071/015.swc,201,Primary somatosensory area barrel field layer 2/3
212071/018.swc,201,Primary somatosensory area barrel field layer 2/3
212071/019.swc,201,Primary somatosensory area barrel field layer 2/3
212071/021.swc,201,Primary somatosensory area barrel field layer 2/3
212071/022.swc,1070,Primary somatosensory area barrel field layer 5
212071/024.swc,201,Primary somatosensory area barrel field layer 2/3
212071/025.swc,201,Primary somatosensory area barrel field layer 2/3
212071/026.swc,981,Primary somatosensory area barrel field layer 1
212071/027.swc,201,Primary somatosensory area barrel field layer 2/3
212071/029.swc,201,Primary somatosensory area barrel field layer 2/3
212071/030.swc,981,Primary somatosensory area barrel field layer 1
212071/031.swc,201,Primary somatosensory area barrel field layer 2/3
212071/033.swc,520,Ventral auditory area layer 6a
212071/034.swc,729,Temporal association areas layer 6a
212071/038.swc,201,Primary somatosensory area barrel field layer 2/3
212072/001.swc,862,Supplemental somatosensory area layer 6a
212072/002.swc,862,Supplemental somatosensory area layer 6a
212072/003.swc,862,Supplemental somatosensory area layer 6a
212072/004.swc,862,Supplemental somatosensory area layer 6a
212072/006.swc,857,Visceral area layer 6a
212072/007.swc,862,Supplemental somatosensory area layer 6a
212072/008.swc,1035,Supplemental somatosensory area layer 4
212072/009.swc,806,Supplemental somatosensory area layer 2/3
212072/010.swc,806,Supplemental somatosensory area layer 2/3
212072/011.swc,806,Supplemental somatosensory area layer 2/3
212072/013.swc,1090,Supplemental somatosensory area layer 5
212072/015.swc,1047,Primary somatosensory area barrel field layer 4
212072/017.swc,1047,Primary somatosensory area barrel field layer 4
212072/018.swc,201,Primary somatosensory area barrel field layer 2/3
212072/019.swc,201,Primary somatosensory area barrel field layer 2/3
212072/020.swc,201,Primary somatosensory area barrel field layer 2/3
212072/022.swc,610,Retrosplenial area dorsal part layer 5
212072/023.swc,434,Retrosplenial area dorsal part layer 2/3
212072/024.swc,434,Retrosplenial area dorsal part layer 2/3
212072/025.swc,434,Retrosplenial area dorsal part layer 2/3
212073/001.swc,687,Retrosplenial area ventral part layer 5
212073/002.swc,430,Retrosplenial area ventral part layer 2/3
212073/003.swc,430,Retrosplenial area ventral part layer 2/3
212073/004.swc,430,Retrosplenial area ventral part layer 2/3
212073/005.swc,430,Retrosplenial area ventral part layer 2/3
212073/006.swc,687,Retrosplenial area ventral part layer 5
212073/007.swc,687,Retrosplenial area ventral part layer 5
212073/008.swc,687,Retrosplenial area ventral part layer 5
212073/010.swc,478,Primary somatosensory area lower limb layer 6a
212073/011.swc,478,Primary somatosensory area lower limb layer 6a
212073/012.swc,778,Primary visual area layer 5
212073/013.swc,702,Primary somatosensory area nose layer 5
212073/019.swc,838,Primary somatosensory area nose layer 2/3
212073/021.swc,838,Primary somatosensory area nose layer 2/3
212073/028.swc,862,Supplemental somatosensory area layer 6a
212073/030.swc,862,Supplemental somatosensory area layer 6a
212073/031.swc,1090,Supplemental somatosensory area layer 5
212073/032.swc,857,Visceral area layer 6a
212073/035.swc,862,Supplemental somatosensory area layer 6a
212074/001.swc,791,Posterior auditory area layer 5
212074/002.swc,791,Posterior auditory area layer 5
212074/003.swc,791,Posterior auditory area layer 5
212074/004.swc,791,Posterior auditory area layer 5
212074/006.swc,1127,Temporal association areas layer 2/3
212074/007.swc,643,Posterior auditory area layer 2/3
212074/008.swc,905,Anterolateral visual area layer 2/3
212074/009.swc,600,Dorsal auditory area layer 2/3
212074/010.swc,600,Dorsal auditory area layer 2/3
212074/012.swc,806,Supplemental somatosensory area layer 2/3
212074/014.swc,601,Anterolateral visual area layer 6a
212074/015.swc,1114,Anterolateral visual area layer 4
212074/016.swc,905,Anterolateral visual area layer 2/3
212074/017.swc,905,Anterolateral visual area layer 2/3
212074/018.swc,643,Posterior auditory area layer 2/3
212074/019.swc,844,Primary motor area Layer 6a
212074/021.swc,648,Primary motor area Layer 5
212074/022.swc,943,Primary motor area Layer 2/3
212074/023.swc,943,Primary motor area Layer 2/3
212074/024.swc,943,Primary motor area Layer 2/3
212074/025.swc,943,Primary motor area Layer 2/3
212074/026.swc,849,Visceral area layer 6b
212074/028.swc,638,Gustatory areas layer 6a
212074/029.swc,638,Gustatory areas layer 6a
212074/030.swc,862,Supplemental somatosensory area layer 6a
212074/031.swc,889,Primary somatosensory area nose layer 6a
212074/034.swc,889,Primary somatosensory area nose layer 6a
212074/035.swc,889,Primary somatosensory area nose layer 6a
212074/036.swc,889,Primary somatosensory area nose layer 6a
212074/040.swc,662,Gustatory areas layer 6b
212075/001.swc,702,Primary somatosensory area nose layer 5
212075/002.swc,702,Primary somatosensory area nose layer 5
212075/006.swc,702,Primary somatosensory area nose layer 5
212075/010.swc,838,Primary somatosensory area nose layer 2/3
212075/011.swc,838,Primary somatosensory area nose layer 2/3
212075/013.swc,889,Primary somatosensory area nose layer 6a
212075/014.swc,1102,Primary somatosensory area mouth layer 6a
212075/015.swc,889,Primary somatosensory area nose layer 6a
212075/017.swc,702,Primary somatosensory area nose layer 5
212075/019.swc,1023,Ventral auditory area layer 5
212075/020.swc,1023,Ventral auditory area layer 5
212075/021.swc,1023,Ventral auditory area layer 5
212075/022.swc,1023,Ventral auditory area layer 5
212075/026.swc,289,Temporal association areas layer 5
212075/027.swc,289,Temporal association areas layer 5
212075/029.swc,289,Temporal association areas layer 5
212075/033.swc,977,Ectorhinal area/Layer 6a
212075/036.swc,1127,Temporal association areas layer 2/3
212075/038.swc,289,Temporal association areas layer 5
212075/040.swc,1058,Visceral area layer 5
212075/042.swc,1058,Visceral area layer 5
212075/043.swc,1010,Visceral area layer 4
212075/044.swc,1010,Visceral area layer 4
212075/045.swc,1106,Visceral area layer 2/3
212075/046.swc,1106,Visceral area layer 2/3
212075/047.swc,1106,Visceral area layer 2/3
212075/048.swc,1010,Visceral area layer 4
212075/049.swc,806,Supplemental somatosensory area layer 2/3
212075/051.swc,862,Supplemental somatosensory area layer 6a
212075/052.swc,857,Visceral area layer 6a
212075/053.swc,857,Visceral area layer 6a
212075/054.swc,1106,Visceral area layer 2/3
212075/055.swc,1106,Visceral area layer 2/3
212075/058.swc,806,Supplemental somatosensory area layer 2/3
212075/060.swc,873,Supplemental somatosensory area layer 1
212075/062.swc,806,Supplemental somatosensory area layer 2/3
212075/064.swc,1106,Visceral area layer 2/3
212075/065.swc,1090,Supplemental somatosensory area layer 5
212075/071.swc,1090,Supplemental somatosensory area layer 5
212075/072.swc,1090,Supplemental somatosensory area layer 5
212075/074.swc,806,Supplemental somatosensory area layer 2/3
220103/001.swc,854,Primary somatosensory area upper limb layer 2/3
220103/003.swc,113,Primary somatosensory area lower limb layer 2/3
220103/005.swc,1094,Primary somatosensory area lower limb layer 4
220103/014.swc,113,Primary somatosensory area lower limb layer 2/3
220103/015.swc,113,Primary somatosensory area lower limb layer 2/3
220103/016.swc,1094,Primary somatosensory area lower limb layer 4
220103/019.swc,113,Primary somatosensory area lower limb layer 2/3
220103/020.swc,844,Primary motor area Layer 6a
220103/022.swc,648,Primary motor area Layer 5
220103/023.swc,648,Primary motor area Layer 5
220103/025.swc,943,Primary motor area Layer 2/3
220103/027.swc,943,Primary motor area Layer 2/3
220103/028.swc,943,Primary motor area Layer 2/3
220103/029.swc,943,Primary motor area Layer 2/3
220103/030.swc,943,Primary motor area Layer 2/3
220103/031.swc,943,Primary motor area Layer 2/3
220103/033.swc,962,Secondary motor area layer 2/3
220103/035.swc,767,Secondary motor area layer 5
220103/036.swc,767,Secondary motor area layer 5
220103/037.swc,767,Secondary motor area layer 5
220103/038.swc,844,Primary motor area Layer 6a
220103/040.swc,1015,Anterior cingulate area dorsal part layer 5
220103/041.swc,84,Prelimbic area layer 6a
220103/042.swc,363,Prelimbic area layer 5
220103/043.swc,1015,Anterior cingulate area dorsal part layer 5
220103/044.swc,1015,Anterior cingulate area dorsal part layer 5
220103/045.swc,363,Prelimbic area layer 5
220103/049.swc,767,Secondary motor area layer 5
220103/051.swc,962,Secondary motor area layer 2/3
220103/052.swc,962,Secondary motor area layer 2/3
220103/060.swc,182305697,Primary somatosensory area unassigned layer 2/3
220103/062.swc,702,Primary somatosensory area nose layer 5
220103/066.swc,889,Primary somatosensory area nose layer 6a
220103/067.swc,929,Primary somatosensory area nose layer 6b
220103/068.swc,767,Secondary motor area layer 5
220187/001.swc,844,Primary motor area Layer 6a
220187/002.swc,844,Primary motor area Layer 6a
220187/003.swc,648,Primary motor area Layer 5
220187/004.swc,844,Primary motor area Layer 6a
220187/005.swc,844,Primary motor area Layer 6a
220187/006.swc,648,Primary motor area Layer 5
220187/007.swc,844,Primary motor area Layer 6a
220187/008.swc,844,Primary motor area Layer 6a
220187/009.swc,1021,Secondary motor area layer 6a
220187/011.swc,648,Primary motor area Layer 5
220187/012.swc,648,Primary motor area Layer 5
220187/013.swc,648,Primary motor area Layer 5
220187/014.swc,844,Primary motor area Layer 6a
220187/015.swc,844,Primary motor area Layer 6a
220187/016.swc,648,Primary motor area Layer 5
220187/017.swc,943,Primary motor area Layer 2/3
220187/018.swc,648,Primary motor area Layer 5
220187/019.swc,648,Primary motor area Layer 5
220187/021.swc,943,Primary motor area Layer 2/3
220187/022.swc,943,Primary motor area Layer 2/3
220187/023.swc,320,Primary motor area Layer 1
220187/024.swc,943,Primary motor area Layer 2/3
220187/025.swc,943,Primary motor area Layer 2/3
220187/026.swc,935,Anterior cingulate area dorsal part layer 1
220187/027.swc,656,Secondary motor area layer 1
220187/028.swc,656,Secondary motor area layer 1
220187/029.swc,767,Secondary motor area layer 5
220187/030.swc,962,Secondary motor area layer 2/3
220187/031.swc,656,Secondary motor area layer 1
220187/032.swc,656,Secondary motor area layer 1
220187/033.swc,656,Secondary motor area layer 1
220187/034.swc,656,Secondary motor area layer 1
220187/035.swc,962,Secondary motor area layer 2/3
220187/036.swc,656,Secondary motor area layer 1
220187/037.swc,962,Secondary motor area layer 2/3
220187/039.swc,1015,Anterior cingulate area dorsal part layer 5
220187/040.swc,767,Secondary motor area layer 5
220187/042.swc,1015,Anterior cingulate area dorsal part layer 5
220187/043.swc,767,Secondary motor area layer 5
220187/045.swc,919,Anterior cingulate area dorsal part layer 6a
220187/046.swc,767,Secondary motor area layer 5
220187/047.swc,767,Secondary motor area layer 5
220187/048.swc,1021,Secondary motor area layer 6a
220187/049.swc,767,Secondary motor area layer 5
220187/050.swc,767,Secondary motor area layer 5
220187/051.swc,767,Secondary motor area layer 5
220187/052.swc,1021,Secondary motor area layer 6a
220187/053.swc,1021,Secondary motor area layer 6a
220187/054.swc,1021,Secondary motor area layer 6a
220187/055.swc,935,Anterior cingulate area dorsal part layer 1
220187/056.swc,962,Secondary motor area layer 2/3
220187/057.swc,962,Secondary motor area layer 2/3
220187/058.swc,962,Secondary motor area layer 2/3
220187/059.swc,962,Secondary motor area layer 2/3
220187/060.swc,962,Secondary motor area layer 2/3
220187/061.swc,962,Secondary motor area layer 2/3
220187/062.swc,962,Secondary motor area layer 2/3
220187/063.swc,943,Primary motor area Layer 2/3
220187/064.swc,1021,Secondary motor area layer 6a
220187/065.swc,648,Primary motor area Layer 5
220187/066.swc,648,Primary motor area Layer 5
220187/067.swc,648,Primary motor area Layer 5
220187/068.swc,648,Primary motor area Layer 5
220187/069.swc,648,Primary motor area Layer 5
220187/070.swc,648,Primary motor area Layer 5
220187/071.swc,648,Primary motor area Layer 5
220187/072.swc,648,Primary motor area Layer 5
220187/073.swc,648,Primary motor area Layer 5
220187/074.swc,1021,Secondary motor area layer 6a
220187/075.swc,844,Primary motor area Layer 6a
220187/076.swc,844,Primary motor area Layer 6a
220187/077.swc,844,Primary motor area Layer 6a
220187/078.swc,1021,Secondary motor area layer 6a
220187/079.swc,1021,Secondary motor area layer 6a
220187/080.swc,1021,Secondary motor area layer 6a
220187/081.swc,844,Primary motor area Layer 6a
220187/082.swc,844,Primary motor area Layer 6a
220187/083.swc,648,Primary motor area Layer 5
220187/084.swc,648,Primary motor area Layer 5
220188/001.swc,767,Secondary motor area layer 5
220188/003.swc,767,Secondary motor area layer 5
220188/004.swc,767,Secondary motor area layer 5
220188/006.swc,1021,Secondary motor area layer 6a
220188/007.swc,767,Secondary motor area layer 5
220188/008.swc,767,Secondary motor area layer 5
220188/010.swc,767,Secondary motor area layer 5
220188/013.swc,767,Secondary motor area layer 5
220188/015.swc,767,Secondary motor area layer 5
220188/016.swc,962,Secondary motor area layer 2/3
220188/017.swc,1015,Anterior cingulate area dorsal part layer 5
220188/020.swc,1015,Anterior cingulate area dorsal part layer 5
220188/021.swc,1015,Anterior cingulate area dorsal part layer 5
220188/022.swc,1015,Anterior cingulate area dorsal part layer 5
220188/023.swc,363,Prelimbic area layer 5
220188/025.swc,84,Prelimbic area layer 6a
220188/028.swc,919,Anterior cingulate area dorsal part layer 6a
220188/029.swc,84,Prelimbic area layer 6a
220188/033.swc,767,Secondary motor area layer 5
220188/034.swc,767,Secondary motor area layer 5
220188/035.swc,767,Secondary motor area layer 5
220188/037.swc,767,Secondary motor area layer 5
220188/038.swc,767,Secondary motor area layer 5
220188/040.swc,767,Secondary motor area layer 5
220188/041.swc,767,Secondary motor area layer 5
220188/043.swc,767,Secondary motor area layer 5
220188/046.swc,767,Secondary motor area layer 5
220188/047.swc,767,Secondary motor area layer 5
220188/051.swc,1021,Secondary motor area layer 6a
220188/054.swc,1015,Anterior cingulate area dorsal part layer 5
220188/055.swc,919,Anterior cingulate area dorsal part layer 6a
220188/056.swc,1021,Secondary motor area layer 6a
220188/058.swc,844,Primary motor area Layer 6a
220188/059.swc,844,Primary motor area Layer 6a
220188/060.swc,1021,Secondary motor area layer 6a
220188/061.swc,1085,Secondary motor area layer 6b
220188/062.swc,648,Primary motor area Layer 5
220188/064.swc,844,Primary motor area Layer 6a
220188/067.swc,767,Secondary motor area layer 5
220188/070.swc,1021,Secondary motor area layer 6a
220188/071.swc,919,Anterior cingulate area dorsal part layer 6a
220188/075.swc,656,Secondary motor area layer 1
220188/077.swc,656,Secondary motor area layer 1
220188/078.swc,962,Secondary motor area layer 2/3
220188/079.swc,962,Secondary motor area layer 2/3
220188/080.swc,962,Secondary motor area layer 2/3
220188/081.swc,962,Secondary motor area layer 2/3
220188/082.swc,962,Secondary motor area layer 2/3
220188/084.swc,919,Anterior cingulate area dorsal part layer 6a
220188/087.swc,767,Secondary motor area layer 5
220188/088.swc,648,Primary motor area Layer 5
220188/089.swc,648,Primary motor area Layer 5
220188/090.swc,767,Secondary motor area layer 5
220188/091.swc,1021,Secondary motor area layer 6a
220188/093.swc,1021,Secondary motor area layer 6a
220188/095.swc,1021,Secondary motor area layer 6a
220188/096.swc,1021,Secondary motor area layer 6a
220188/097.swc,1021,Secondary motor area layer 6a
220188/099.swc,1021,Secondary motor area layer 6a
220188/101.swc,1021,Secondary motor area layer 6a
220188/102.swc,844,Primary motor area Layer 6a
220188/103.swc,648,Primary motor area Layer 5
220188/104.swc,478,Primary somatosensory area lower limb layer 6a
220188/105.swc,510,Primary somatosensory area lower limb layer 6b
220188/108.swc,943,Primary motor area Layer 2/3
220188/109.swc,648,Primary motor area Layer 5
220188/110.swc,656,Secondary motor area layer 1
220188/111.swc,656,Secondary motor area layer 1
220188/112.swc,656,Secondary motor area layer 1
220188/114.swc,656,Secondary motor area layer 1
220188/116.swc,320,Primary motor area Layer 1
220188/117.swc,943,Primary motor area Layer 2/3
220188/118.swc,943,Primary motor area Layer 2/3
220188/119.swc,943,Primary motor area Layer 2/3
220188/120.swc,767,Secondary motor area layer 5
220188/121.swc,648,Primary motor area Layer 5
220188/122.swc,648,Primary motor area Layer 5
220188/123.swc,648,Primary motor area Layer 5
220188/124.swc,648,Primary motor area Layer 5
220188/125.swc,943,Primary motor area Layer 2/3
220188/127.swc,648,Primary motor area Layer 5
220188/129.swc,943,Primary motor area Layer 2/3
220188/130.swc,767,Secondary motor area layer 5
220188/131.swc,1021,Secondary motor area layer 6a
220188/132.swc,844,Primary motor area Layer 6a
220188/133.swc,844,Primary motor area Layer 6a
220188/134.swc,648,Primary motor area Layer 5
220188/136.swc,943,Primary motor area Layer 2/3
220188/138.swc,844,Primary motor area Layer 6a
220188/139.swc,844,Primary motor area Layer 6a
220188/140.swc,844,Primary motor area Layer 6a
220188/142.swc,767,Secondary motor area layer 5
220188/143.swc,1021,Secondary motor area layer 6a
220188/144.swc,1021,Secondary motor area layer 6a
220188/145.swc,767,Secondary motor area layer 5
220188/146.swc,767,Secondary motor area layer 5
220188/150.swc,767,Secondary motor area layer 5
220189/002.swc,767,Secondary motor area layer 5
220189/003.swc,767,Secondary motor area layer 5
220189/005.swc,1021,Secondary motor area layer 6a
220189/006.swc,1021,Secondary motor area layer 6a
220189/007.swc,1021,Secondary motor area layer 6a
220189/009.swc,919,Anterior cingulate area dorsal part layer 6a
220189/011.swc,767,Secondary motor area layer 5
220189/012.swc,1021,Secondary motor area layer 6a
220189/013.swc,767,Secondary motor area layer 5
220189/014.swc,767,Secondary motor area layer 5
220189/016.swc,1021,Secondary motor area layer 6a
220189/017.swc,919,Anterior cingulate area dorsal part layer 6a
220189/019.swc,767,Secondary motor area layer 5
220189/021.swc,1021,Secondary motor area layer 6a
220189/022.swc,1021,Secondary motor area layer 6a
220189/023.swc,1021,Secondary motor area layer 6a
220189/024.swc,767,Secondary motor area layer 5
220189/026.swc,767,Secondary motor area layer 5
220189/027.swc,767,Secondary motor area layer 5
220189/028.swc,1021,Secondary motor area layer 6a
220189/029.swc,919,Anterior cingulate area dorsal part layer 6a
220189/031.swc,1021,Secondary motor area layer 6a
220189/032.swc,1021,Secondary motor area layer 6a
220189/034.swc,1021,Secondary motor area layer 6a
220189/035.swc,1015,Anterior cingulate area dorsal part layer 5
220189/036.swc,1021,Secondary motor area layer 6a
220189/038.swc,962,Secondary motor area layer 2/3
220189/039.swc,962,Secondary motor area layer 2/3
220189/041.swc,943,Primary motor area Layer 2/3
220189/042.swc,943,Primary motor area Layer 2/3
220189/043.swc,648,Primary motor area Layer 5
220189/045.swc,943,Primary motor area Layer 2/3
220189/046.swc,648,Primary motor area Layer 5
220189/047.swc,1021,Secondary motor area layer 6a
220189/049.swc,1021,Secondary motor area layer 6a
220189/050.swc,1021,Secondary motor area layer 6a
220189/051.swc,1021,Secondary motor area layer 6a
220189/052.swc,1021,Secondary motor area layer 6a
220189/053.swc,1021,Secondary motor area layer 6a
220189/054.swc,919,Anterior cingulate area dorsal part layer 6a
220189/055.swc,1021,Secondary motor area layer 6a
220189/056.swc,1021,Secondary motor area layer 6a
220189/057.swc,767,Secondary motor area layer 5
220189/058.swc,767,Secondary motor area layer 5
220189/059.swc,648,Primary motor area Layer 5
220189/060.swc,844,Primary motor area Layer 6a
220189/062.swc,1021,Secondary motor area layer 6a
220189/063.swc,1021,Secondary motor area layer 6a
220189/064.swc,844,Primary motor area Layer 6a
220189/065.swc,844,Primary motor area Layer 6a
220189/073.swc,844,Primary motor area Layer 6a
220189/075.swc,882,Primary motor area Layer 6b
220189/080.swc,767,Secondary motor area layer 5
220189/081.swc,819,Anterior cingulate area ventral part 6b
220189/084.swc,844,Primary motor area Layer 6a
220189/085.swc,648,Primary motor area Layer 5
220189/086.swc,648,Primary motor area Layer 5
220189/087.swc,906,Retrosplenial area lateral agranular part layer 6a
220189/089.swc,767,Secondary motor area layer 5
220189/090.swc,687,Retrosplenial area ventral part layer 5
220189/091.swc,1021,Secondary motor area layer 6a
220189/092.swc,1085,Secondary motor area layer 6b
220189/094.swc,844,Primary motor area Layer 6a
220189/095.swc,844,Primary motor area Layer 6a
220189/096.swc,1021,Secondary motor area layer 6a
220189/097.swc,1015,Anterior cingulate area dorsal part layer 5
220189/098.swc,767,Secondary motor area layer 5
220189/099.swc,1015,Anterior cingulate area dorsal part layer 5
220189/101.swc,810,Anterior cingulate area ventral part 6a
220189/102.swc,919,Anterior cingulate area dorsal part layer 6a
220190/002.swc,1021,Secondary motor area layer 6a
220190/003.swc,1021,Secondary motor area layer 6a
220190/004.swc,1021,Secondary motor area layer 6a
220190/005.swc,1021,Secondary motor area layer 6a
220190/006.swc,919,Anterior cingulate area dorsal part layer 6a
220190/007.swc,767,Secondary motor area layer 5
220190/009.swc,767,Secondary motor area layer 5
220190/010.swc,767,Secondary motor area layer 5
220190/011.swc,1021,Secondary motor area layer 6a
220190/012.swc,1021,Secondary motor area layer 6a
220190/013.swc,1021,Secondary motor area layer 6a
220190/014.swc,767,Secondary motor area layer 5
220190/015.swc,962,Secondary motor area layer 2/3
220190/016.swc,767,Secondary motor area layer 5
220190/017.swc,1015,Anterior cingulate area dorsal part layer 5
220190/018.swc,962,Secondary motor area layer 2/3
220190/019.swc,962,Secondary motor area layer 2/3
220190/020.swc,767,Secondary motor area layer 5
220190/021.swc,767,Secondary motor area layer 5
220190/022.swc,767,Secondary motor area layer 5
220190/023.swc,767,Secondary motor area layer 5
220190/024.swc,1021,Secondary motor area layer 6a
220190/025.swc,767,Secondary motor area layer 5
220190/026.swc,1021,Secondary motor area layer 6a
220190/029.swc,1021,Secondary motor area layer 6a
220190/030.swc,1021,Secondary motor area layer 6a
220190/031.swc,1021,Secondary motor area layer 6a
220190/033.swc,919,Anterior cingulate area dorsal part layer 6a
220190/034.swc,767,Secondary motor area layer 5
220190/035.swc,943,Primary motor area Layer 2/3
220190/036.swc,648,Primary motor area Layer 5
220190/037.swc,767,Secondary motor area layer 5
220190/038.swc,648,Primary motor area Layer 5
220190/039.swc,320,Primary motor area Layer 1
220190/040.swc,943,Primary motor area Layer 2/3
220190/041.swc,844,Primary motor area Layer 6a
220190/042.swc,648,Primary motor area Layer 5
220190/043.swc,844,Primary motor area Layer 6a
220190/044.swc,844,Primary motor area Layer 6a
220190/046.swc,844,Primary motor area Layer 6a
220190/048.swc,767,Secondary motor area layer 5
220190/052.swc,844,Primary motor area Layer 6a
220190/053.swc,767,Secondary motor area layer 5
220190/056.swc,844,Primary motor area Layer 6a
220190/057.swc,844,Primary motor area Layer 6a
220190/058.swc,1021,Secondary motor area layer 6a
220190/059.swc,844,Primary motor area Layer 6a
220190/060.swc,962,Secondary motor area layer 2/3
220190/061.swc,919,Anterior cingulate area dorsal part layer 6a
220190/063.swc,478,Primary somatosensory area lower limb layer 6a
220190/064.swc,648,Primary motor area Layer 5
220190/066.swc,648,Primary motor area Layer 5
